,index,user_id,상품명,item_option,user_rank,star,write_date,발색력,지속력,발림성,수분감,올리브영 후기 유무,광고 유무,user_type1,user_type3,user_type4,탑리뷰어,user_type2,user_type5,item_no,user_no,rating
2016,2016,무궁화,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] [NEW] 013 일잘플럼,,5.0,2022-08-17,3.0,2.0,2.0,2.0,,0,,,,0,,,17,915,9.0
2017,2017,Kurumi,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] 002 핑크따상,TOP 472,4.0,2022-07-20,3.0,2.0,3.0,2.0,,0,,,,0,,,17,54,10.0
2018,2018,뮤브,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] 009 쿨받는쿨핑,,5.0,2022-05-10,3.0,1.0,2.0,2.0,,0,민감성,트러블,,0,쿨톤,,17,929,8.0
2019,2019,나는올영잉,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] [NEW] 012 힙생힙사,TOP 472,5.0,2021-11-10,1.0,2.0,2.0,1.0,,0,,,,0,,,17,665,6.0
2020,2020,황금막내,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] 005 실트장악,,5.0,2021-10-27,2.0,3.0,3.0,1.0,,0,,,,0,,,17,1816,9.0
2021,2021,올영터는루피,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] 010 뮤트릿핑크,,5.0,2021-08-26,2.0,3.0,1.0,1.0,,0,,,,1,,,17,1372,7.0
2022,2022,태태키티,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] 009 쿨받는쿨핑,,5.0,2022-10-09,2.0,2.0,3.0,1.0,,0,건성,다크서클,,0,가을웜톤,,17,1675,8.0
2023,2023,꾸뛰르빵,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] 011 당모쿨핑,TOP 646,5.0,2022-10-02,3.0,2.0,2.0,1.0,,0,,,,0,,,17,642,8.0
2024,2024,힁오몽,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] 011 당모쿨핑,,5.0,2022-09-01,3.0,3.0,3.0,2.0,,0,복합성,미백,블랙헤드,0,쿨톤,,17,1828,11.0
2025,2025,아리아리랑,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] 010 뮤트릿핑크,,5.0,2022-08-26,3.0,2.0,3.0,1.0,,0,,,,0,,,17,1201,9.0
2026,2026,totoro,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] 006 모브병유발,TOP 554,5.0,2022-08-14,3.0,2.0,3.0,2.0,,0,,,,1,,,17,475,10.0
2027,2027,레몬스콘귀신,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] 003 김여주집합,,4.0,2022-06-12,3.0,2.0,3.0,2.0,,0,,,,0,,,17,814,10.0
2028,2028,HYYY,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] [브러쉬기획]003 김여주집합,,3.0,2022-06-09,2.0,2.0,3.0,2.0,,0,,,,0,,,17,39,9.0
2029,2029,갓지,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] [브러쉬기획]005 실트장악,TOP 26,5.0,2022-06-09,3.0,3.0,3.0,1.0,,0,,,,1,,,17,542,10.0
2030,2030,갓지,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] 004 봄방사수,TOP 253,5.0,2022-05-10,3.0,2.0,3.0,2.0,,0,중성,다크서클,미백,0,여름쿨톤,,17,542,10.0
2031,2031,챱샬뗙,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] 006 모브병유발,,5.0,2022-04-15,3.0,3.0,3.0,2.0,,0,,,,0,,,17,1591,11.0
2032,2032,sugar,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] 001 내립마련,TOP 695,5.0,2021-12-30,3.0,2.0,3.0,1.0,,0,,,,0,,,17,460,9.0
2033,2033,메메메,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] [NEW] 012 힙생힙사,,5.0,2021-12-11,3.0,3.0,3.0,1.0,,0,건성,각질,탄력,0,쿨톤,,17,895,10.0
2034,2034,fullsunpuppy,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] 001 내립마련,TOP 119,5.0,2021-11-25,3.0,1.0,3.0,1.0,,0,,,,0,,,17,224,8.0
2035,2035,갓지,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] [NEW] 012 힙생힙사,,5.0,2021-11-17,3.0,2.0,3.0,2.0,,0,,,,0,,,17,542,10.0
2036,2036,올브v,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] 006 모브병유발,,5.0,2021-11-17,3.0,2.0,3.0,2.0,,0,중성,다크서클,미백,0,여름쿨톤,,17,1339,10.0
2037,2037,해뜰날,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] 008 시티팝여신,TOP 43,5.0,2021-09-27,3.0,2.0,3.0,1.0,,0,,,,0,,,17,1764,9.0
2038,2038,이카리,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] 010 뮤트릿핑크,TOP 711,5.0,2021-09-23,3.0,2.0,3.0,1.0,,0,,,,1,,,17,1476,9.0
2039,2039,츄르츄르,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] 001 내립마련,,5.0,2022-10-08,3.0,2.0,2.0,1.0,,0,복합성,모공,미백,0,웜톤,,17,1614,8.0
2040,2040,yooha****,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] [NEW] 012 힙생힙사,,5.0,2022-10-03,3.0,3.0,3.0,3.0,,0,,,,0,,,17,515,12.0
2041,2041,도담이는날씬해요,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] [NEW] 013 일잘플럼,TOP 842,5.0,2022-10-03,3.0,2.0,3.0,1.0,,0,,,,0,,,17,747,9.0
2042,2042,메밀차,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] 007 국LIP원탑,,5.0,2022-09-29,3.0,2.0,3.0,1.0,,0,민감성,모공,민감성,0,봄웜톤,,17,896,9.0
2043,2043,아리아리랑,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] 001 내립마련,,5.0,2022-09-27,3.0,2.0,3.0,1.0,,0,,,,0,,,17,1201,9.0
2044,2044,갓지,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] 006 모브병유발,TOP 711,5.0,2022-09-27,3.0,2.0,3.0,2.0,,0,민감성,모공,트러블,0,웜톤,,17,542,10.0
2045,2045,노는고양이냐옹,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] [NEW] 012 힙생힙사,,4.0,2022-09-24,3.0,2.0,3.0,2.0,,0,,,,0,,,17,699,10.0
2046,2046,빵먹고싶은사람,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] 002 핑크따상,TOP 119,5.0,2022-09-23,3.0,2.0,3.0,2.0,,0,,,,0,,,17,1062,10.0
2047,2047,살구꽃잎,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] 003 김여주집합,TOP 313,5.0,2022-09-23,3.0,2.0,2.0,1.0,,0,복합성,모공,미백,0,웜톤,,17,1090,8.0
2048,2048,위즈덤코스메틱,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] [NEW] 012 힙생힙사,,5.0,2022-09-21,2.0,2.0,3.0,1.0,,0,,,,0,,,17,1418,8.0
2049,2049,현진리,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] 003 김여주집합,,5.0,2022-09-21,3.0,2.0,2.0,2.0,,0,,,,1,,,17,1789,9.0
2050,2050,또로링,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] 002 핑크따상,TOP 571,5.0,2022-09-20,2.0,2.0,1.0,1.0,,0,,,,0,,,17,782,6.0
2051,2051,야미,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] [NEW] 012 힙생힙사,,5.0,2022-09-19,3.0,3.0,3.0,1.0,,0,복합성,모공,잡티,0,여름쿨톤,,17,1233,10.0
2052,2052,기린선생님,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] 004 봄방사수,TOP 928,5.0,2022-09-18,3.0,2.0,3.0,2.0,,0,,,,0,,,17,602,10.0
2053,2053,기린선생님,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] 011 당모쿨핑,,5.0,2022-09-16,3.0,2.0,3.0,3.0,,0,,,,0,,,17,602,11.0
2054,2054,eunclef,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] 008 시티팝여신,,3.0,2022-09-08,3.0,2.0,2.0,2.0,,0,,,,0,,,17,214,9.0
2055,2055,딸기모찌,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] 003 김여주집합,TOP 313,5.0,2022-08-31,2.0,1.0,2.0,2.0,,0,,,,0,,,17,777,7.0
2056,2056,툐툐툐툐,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] 010 뮤트릿핑크,,3.0,2022-08-27,1.0,2.0,3.0,1.0,,0,,,,1,,,17,1686,7.0
2057,2057,뿅뿅뾰로롱,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] 003 김여주집합,TOP 26,3.0,2022-08-24,3.0,2.0,3.0,1.0,,0,건성,잡티,탄력,0,웜톤,,17,1073,9.0
2058,2058,dltjwls****,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] 010 뮤트릿핑크,,5.0,2022-08-17,2.0,2.0,3.0,1.0,,0,,,,0,,,17,191,8.0
2059,2059,애웅이,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] 011 당모쿨핑,TOP 680,5.0,2022-08-10,3.0,2.0,2.0,2.0,,0,복합성,민감성,트러블,0,쿨톤,,17,1232,9.0
2060,2060,피치해,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] [브러쉬기획]006 모브병유발,,5.0,2022-06-16,3.0,3.0,3.0,1.0,,0,,,,0,,,17,1731,10.0
2061,2061,올리브늙은이,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] [브러쉬기획]005 실트장악,,5.0,2022-05-22,3.0,3.0,3.0,1.0,,0,,,,0,,,17,1328,10.0
2062,2062,올영척척박사,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),,,4.0,2022-04-03,3.0,3.0,3.0,2.0,,1,민감성,다크서클,민감성,0,여름쿨톤,,17,1368,11.0
2063,2063,한꼬라지,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),,,4.0,2022-04-01,2.0,2.0,2.0,2.0,,1,,,,0,,,17,1757,8.0
2064,2064,이르미,[NEW] 페리페라 잉크무드 매트스틱 (도토리컬렉션 NEW COLOR),[옵션] 01 복숭아꽃,TOP 119,5.0,2022-03-26,1.0,3.0,3.0,2.0,,0,약건성,모공,미백,0,봄웜톤,,17,1460,9.0
2065,2065,쉿브루노,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),,TOP 701,4.0,2022-03-20,2.0,3.0,3.0,3.0,,1,,,,0,,,26,1157,11.0
2066,2066,kdakda,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 06 생장미,,5.0,2022-02-16,3.0,2.0,2.0,2.0,,0,,,,0,,,26,307,9.0
2067,2067,피복치,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 04 쥬스,TOP 85,5.0,2022-02-08,2.0,3.0,3.0,2.0,,0,,,,0,,,26,1726,10.0
2068,2068,모래바다,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 06 생장미,,5.0,2021-12-09,3.0,3.0,3.0,1.0,,0,,,,0,,,26,900,10.0
2069,2069,배고팡,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 03 히비스커스,,5.0,2021-12-06,3.0,3.0,3.0,1.0,,0,,,,0,,,26,985,10.0
2070,2070,여쿨나나,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 06 생장미,TOP 175,5.0,2021-10-07,3.0,3.0,3.0,2.0,,0,중성,다크서클,미백,0,여름쿨톤,,26,1265,11.0
2071,2071,힁오몽,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 06 생장미,,3.0,2021-12-04,3.0,3.0,3.0,2.0,,0,,,,0,,,26,1828,11.0
2072,2072,한시칠분,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 03 히비스커스,TOP 197,4.0,2022-09-17,3.0,2.0,2.0,1.0,,0,복합성,각질,모공,0,가을웜톤,,26,1760,8.0
2073,2073,블리립스,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 04 쥬스,,5.0,2022-04-24,3.0,3.0,3.0,2.0,,0,,,,0,,,26,1050,11.0
2074,2074,이르미,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 06 생장미,,5.0,2022-04-05,3.0,3.0,3.0,2.0,,0,,,,0,,,26,1460,11.0
2075,2075,기린선생님,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 08 베리 벨벳,,5.0,2021-10-05,3.0,3.0,3.0,2.0,,0,민감성,각질,모공,0,여름쿨톤,,26,602,11.0
2076,2076,숨참고review다이브,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),,,5.0,2021-10-05,3.0,2.0,2.0,1.0,,1,,,,0,,,26,1154,8.0
2077,2077,markly,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 06 생장미,,5.0,2022-09-20,2.0,3.0,3.0,2.0,,0,,,,0,,,26,349,10.0
2078,2078,룰루랄라힝,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 03 히비스커스,TOP 711,5.0,2022-08-23,3.0,3.0,3.0,3.0,,0,,,,1,,,26,838,12.0
2079,2079,룰루랄라힝,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] [NEW] 10 장미 복숭아,,5.0,2022-08-06,3.0,3.0,2.0,1.0,,0,,,,1,,,26,838,9.0
2080,2080,룰루랄라힝,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 05 서울러,TOP 193,4.0,2022-02-24,2.0,2.0,3.0,2.0,,0,복합성,민감성,아토피,0,여름쿨톤,,26,838,9.0
2081,2081,룰루랄라힝,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 01 복숭아꽃,,5.0,2022-01-19,3.0,3.0,3.0,2.0,,0,,,,0,,,26,838,11.0
2082,2082,망나니뇽,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 04 쥬스,,4.0,2021-12-04,3.0,3.0,3.0,2.0,,0,복합성,민감성,트러블,0,쿨톤,,26,882,11.0
2083,2083,채채chae,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),,TOP 1081,5.0,2021-10-06,1.0,3.0,1.0,2.0,,1,,,,0,,,26,1588,7.0
2084,2084,올라뷰,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 06 생장미,,3.0,2022-08-02,1.0,3.0,2.0,3.0,,0,,,,0,,,26,1319,9.0
2085,2085,힁오몽,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 06 생장미,,5.0,2022-07-02,2.0,2.0,2.0,2.0,,0,,,,0,,,26,1828,8.0
2086,2086,애웅이,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 08 베리 벨벳,TOP 151,5.0,2022-06-22,3.0,2.0,2.0,2.0,,0,건성,잡티,탄력,0,웜톤,,26,1232,9.0
2087,2087,솔찍리뷰,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 01 복숭아꽃,TOP 119,5.0,2022-03-02,2.0,2.0,2.0,2.0,,0,,,,0,,,26,1140,8.0
2088,2088,clover,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 06 생장미,TOP 511,5.0,2022-02-11,2.0,2.0,2.0,2.0,,0,,,,0,,,26,169,8.0
2089,2089,크롬멘탈,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] [NEW] 10 장미 복숭아,,5.0,2021-12-18,2.0,2.0,2.0,2.0,,0,,,,0,,,26,1661,8.0
2090,2090,츈식이,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 06 생장미,TOP 85,2.0,2021-10-05,2.0,3.0,3.0,2.0,,0,,,,0,,,26,1618,10.0
2091,2091,midnightsummer,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 03 히비스커스,,4.0,2022-10-12,3.0,3.0,3.0,2.0,,0,,,,0,,,26,353,11.0
2092,2092,ttue,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 01 복숭아꽃,,4.0,2022-10-08,3.0,3.0,3.0,3.0,,0,민감성,잡티,트러블,0,웜톤,,26,478,12.0
2093,2093,Re,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] [NEW] 09 타로,,5.0,2022-10-08,3.0,3.0,2.0,1.0,,0,,,,0,,,26,84,9.0
2094,2094,올라뷰,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] [NEW] 09 타로,TOP 701,4.0,2022-10-08,2.0,3.0,3.0,2.0,,0,민감성,모공,민감성,0,봄웜톤,,26,1319,10.0
2095,2095,cha90276,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] [NEW] 10 장미 복숭아,,3.0,2022-10-08,2.0,1.0,1.0,2.0,,0,,,,0,,,26,159,6.0
2096,2096,Rini,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 06 생장미,,2.0,2022-10-07,1.0,2.0,2.0,1.0,,0,복합성,모공,미백,0,여름쿨톤,,26,87,6.0
2097,2097,ttue,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),,,4.0,2022-08-20,2.0,3.0,3.0,3.0,,1,,,,0,,,26,478,11.0
2098,2098,liken****,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),,,5.0,2022-07-25,3.0,3.0,2.0,1.0,,1,복합성,모공,민감성,0,웜톤,,26,334,9.0
2099,2099,악개노트,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),,,5.0,2022-07-02,2.0,2.0,1.0,1.0,,1,,,,0,,,26,1212,6.0
2100,2100,유진찌,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),,TOP 1357,5.0,2022-05-30,2.0,3.0,3.0,2.0,,1,,,,0,,,26,1425,10.0
2101,2101,wlsgml,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),,,5.0,2022-04-16,3.0,1.0,3.0,3.0,,1,,,,0,,,26,494,10.0
2102,2102,망나니뇽,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),,TOP 571,5.0,2022-03-07,2.0,2.0,3.0,3.0,,1,복합성,각질,모공,0,웜톤,,26,882,10.0
2103,2103,아는지,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),,,3.0,2021-12-17,3.0,2.0,3.0,3.0,,1,,,,0,,,26,1196,11.0
2104,2104,올리뿌앙,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),,TOP 950,4.0,2021-12-08,3.0,2.0,2.0,1.0,,1,,,,0,,,26,1336,8.0
2105,2105,눈곰,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 06 생장미,,5.0,2021-12-05,2.0,3.0,3.0,2.0,,0,,,,1,,,26,708,10.0
2106,2106,뚜까뿡빵,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 01 복숭아꽃,TOP 768,3.0,2021-12-05,3.0,2.0,3.0,3.0,,0,,,,0,,,26,784,11.0
2107,2107,졔린,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 08 베리 벨벳,,4.0,2021-12-05,3.0,3.0,3.0,3.0,,0,,,,0,,,26,1519,12.0
2108,2108,너구리Vv,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 02 살구,,5.0,2021-12-04,3.0,3.0,3.0,3.0,,0,,,,1,,,26,692,12.0
2109,2109,앙나뵤,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 06 생장미,,5.0,2021-12-02,3.0,2.0,3.0,2.0,,0,,,,0,,,26,1225,10.0
2110,2110,민감한보리,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] [NEW] 10 장미 복숭아,TOP 1603,4.0,2021-12-01,2.0,3.0,3.0,2.0,,0,복합성,각질,모공,0,가을웜톤,,26,954,10.0
2111,2111,moonnn,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 06 생장미,,5.0,2021-11-07,3.0,3.0,2.0,2.0,,0,,,,0,,,26,364,10.0
2112,2112,요다,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 04 쥬스,,5.0,2021-10-13,1.0,3.0,3.0,3.0,,0,,,,0,,,26,1392,10.0
2113,2113,벞버버퍼링ya,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 06 생장미,TOP 549,5.0,2021-10-06,3.0,3.0,3.0,3.0,,0,,,,0,,,26,997,12.0
2114,2114,올리뿌앙,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 03 히비스커스,,4.0,2021-10-05,3.0,1.0,3.0,2.0,,0,복합성,모공,미백,0,여름쿨톤,,26,1336,9.0
2115,2115,미똔미,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] [NEW] 10 장미 복숭아,,5.0,2022-10-10,3.0,3.0,3.0,2.0,,0,,,,0,,,26,943,11.0
2116,2116,이채윤,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 06 생장미,TOP 402,5.0,2022-10-07,3.0,3.0,2.0,3.0,,0,,,,0,,,26,1475,11.0
2117,2117,야우냐,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 06 생장미,,5.0,2022-09-22,3.0,3.0,1.0,2.0,,0,,,,0,,,26,1237,9.0
2118,2118,코덕짱구,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 05 서울러,TOP 978,5.0,2022-08-17,1.0,3.0,3.0,2.0,,0,복합성,각질,모공,0,웜톤,,26,1642,9.0
2119,2119,whdPdnjs,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),,,4.0,2022-06-17,3.0,2.0,3.0,2.0,,1,,,,0,,,26,490,10.0
2120,2120,졔린,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),,,5.0,2022-05-23,2.0,2.0,3.0,2.0,,1,,,,0,,,26,1519,9.0
2121,2121,룰루랄라힝,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),,,5.0,2022-05-18,2.0,3.0,2.0,2.0,,1,,,,0,,,26,838,9.0
2122,2122,ppinky,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 06 생장미,TOP 950,4.0,2022-02-19,2.0,2.0,3.0,3.0,,0,,,,0,,,26,392,10.0
2123,2123,곰듕이,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 05 서울러,,5.0,2022-02-17,1.0,3.0,3.0,3.0,,0,,,,0,,,26,565,10.0
2124,2124,gn4343,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 05 서울러,,3.0,2022-01-15,3.0,2.0,3.0,3.0,,0,건성,주름,탄력,0,겨울쿨톤,,26,230,11.0
2125,2125,딸기모찌,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 07 재즈,,5.0,2021-12-19,1.0,3.0,3.0,3.0,,0,,,,0,,,26,777,10.0
2126,2126,쏘61,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 08 베리 벨벳,TOP 683,5.0,2021-12-04,2.0,2.0,3.0,1.0,,0,,,,0,,,26,1184,8.0
2127,2127,clover,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 01 복숭아꽃,,4.0,2021-12-02,3.0,2.0,3.0,3.0,,0,복합성,미백,주름,0,여름쿨톤,,26,169,11.0
2128,2128,여쿨라이니,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] [NEW] 10 장미 복숭아,,4.0,2021-10-10,3.0,3.0,3.0,3.0,,0,,,,0,,,26,1266,12.0
2129,2129,제이엘,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 08 베리 벨벳,,5.0,2021-10-08,3.0,1.0,3.0,2.0,,0,,,,1,,,26,1512,9.0
2130,2130,리뷰할게많나봐여,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] [NEW] 09 타로,,4.0,2021-10-07,1.0,2.0,3.0,2.0,,0,지성,트러블,,0,가을웜톤,,26,850,8.0
2131,2131,마마느,[슬기 Pick] 어뮤즈 듀 벨벳 (핑크 스퀘어 미러 증정),[옵션] 04 쥬스,,5.0,2021-10-06,2.0,1.0,2.0,2.0,,0,,,,0,,,26,864,7.0
