,index,user_id,상품명,item_option,user_rank,star,write_date,발색력,지속력,발림성,수분감,올리브영 후기 유무,광고 유무,user_type1,user_type3,user_type4,탑리뷰어,user_type2,user_type5,item_no,user_no,rating,브랜드,가격,평균별점,발색력점수,지속력점수,발림성점수,수분감점수
862,952,오휘옹,[New] 페리페라 잉크더에어리벨벳 New color 추가,[옵션] [NEW] 023 별피치내린다,,4.0,2022-10-06,2.0,3.0,3.0,3.0,,0,,,,0,,,19,1315,11.0,페리페라,7200,4.6,1.3399999999999999,2.32,2.58,2.08
863,953,루루롱,[New] 페리페라 잉크더에어리벨벳 New color 추가,[옵션] [NEW] 021 물복피치,TOP 747,5.0,2022-10-03,3.0,1.0,2.0,2.0,,0,건성,민감성,잡티,0,쿨톤,,19,831,8.0,페리페라,7200,4.6,1.3399999999999999,2.32,2.58,2.08
864,954,네미쓰,[New] 페리페라 잉크더에어리벨벳 New color 추가,[옵션] 014핑크짬바,,5.0,2022-09-29,2.0,2.0,2.0,2.0,,0,,,,0,,,19,696,8.0,페리페라,7200,4.6,1.3399999999999999,2.32,2.58,2.08
865,955,사랑세포,[New] 페리페라 잉크더에어리벨벳 New color 추가,[옵션] [NEW] 023 별피치내린다,TOP 85,5.0,2022-09-23,2.0,2.0,2.0,2.0,,0,,,,1,,,19,1083,8.0,페리페라,7200,4.6,1.3399999999999999,2.32,2.58,2.08
866,956,PHA,[New] 페리페라 잉크더에어리벨벳 New color 추가,[옵션] [NEW] 023 별피치내린다,,3.0,2022-09-23,3.0,3.0,3.0,2.0,,0,지성,,,0,가을웜톤,,19,74,11.0,페리페라,7200,4.6,1.3399999999999999,2.32,2.58,2.08
867,957,midnightsummer,[New] 페리페라 잉크더에어리벨벳 New color 추가,[옵션] 019 엘프요정,TOP 162,4.0,2022-09-16,3.0,2.0,3.0,2.0,,0,,,,0,,,19,353,10.0,페리페라,7200,4.6,1.3399999999999999,2.32,2.58,2.08
868,958,울라울라라올영,[New] 페리페라 잉크더에어리벨벳 New color 추가,[옵션] 499호 로지 스웨이드,,4.0,2022-09-16,1.0,1.0,3.0,2.0,,0,복합성,,,0,웜톤,,19,1407,7.0,페리페라,7200,4.6,1.3399999999999999,2.32,2.58,2.08
869,959,져니215,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 499호 로지 스웨이드,TOP 32,5.0,2022-09-05,2.0,2.0,3.0,1.0,,0,,,,0,,,45,1518,8.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
870,960,조망고,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 187호 섹슈얼 초콜릿,TOP 1298,3.0,2022-09-01,3.0,2.0,3.0,2.0,,0,건성,민감성,잡티,0,쿨톤,,45,1520,10.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
871,961,몽글뚜,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,4.0,2022-10-14,1.0,2.0,3.0,2.0,,1,,,,0,,,45,909,8.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
872,962,겨울에태어난스무살,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,TOP 646,5.0,2022-09-21,3.0,3.0,3.0,2.0,,1,약건성,탄력,,0,웜톤,,45,556,11.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
873,963,사랑세포,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,3.0,2022-03-23,3.0,3.0,3.0,3.0,,1,,,,0,,,45,1083,12.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
874,964,gn4343,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 369호 어나더,TOP 1099,5.0,2022-04-10,3.0,1.0,3.0,1.0,,0,,,,1,,,45,230,8.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
875,965,청량한청량,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 187호 섹슈얼 초콜릿,,5.0,2022-04-07,3.0,2.0,3.0,1.0,,0,복합성,모공,민감성,0,웜톤,,45,1593,9.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
876,966,슈팅린다,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 435호 팜파스,TOP 472,5.0,2022-03-29,3.0,1.0,3.0,2.0,,0,,,,0,,,45,1161,9.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
877,967,완아125,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 435호 팜파스,,5.0,2022-10-06,3.0,2.0,3.0,2.0,,0,복합성,모공,민감성,0,웜톤,,45,1383,10.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
878,968,치쥬,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 177호 서울 데이즈,TOP 43,5.0,2022-08-19,3.0,3.0,3.0,1.0,,0,,,,0,,,45,1620,10.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
879,969,조망고,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 499호 로지 스웨이드,TOP 342,5.0,2022-09-26,3.0,1.0,3.0,2.0,,0,복합성,모공,민감성,0,웜톤,,45,1520,9.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
880,970,알사탕맛,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,5.0,2022-09-17,3.0,3.0,3.0,3.0,,1,,,,0,,,45,1222,12.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
881,971,푸푸르르푸,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 145호 포에버 영,TOP 342,5.0,2022-09-04,3.0,2.0,3.0,2.0,,0,약건성,각질,다크서클,0,웜톤,,45,1718,10.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
882,972,yanpa,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,5.0,2022-04-01,3.0,3.0,3.0,3.0,,1,,,,0,,,45,504,12.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
883,973,우리집댕댕이,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 145호 포에버 영,TOP 342,5.0,2022-03-26,3.0,1.0,3.0,2.0,,0,복합성,모공,민감성,0,쿨톤,,45,1402,9.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
884,974,채르,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 177호 서울 데이즈,,5.0,2022-06-12,3.0,2.0,2.0,1.0,,0,,,,0,,,45,1585,8.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
885,975,그냥리치되고싶다,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 499호 로지 스웨이드,TOP 184,5.0,2022-04-08,3.0,2.0,3.0,3.0,,0,,,,0,,,45,594,11.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
886,976,yanpa,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 187호 섹슈얼 초콜릿,,5.0,2022-10-06,3.0,3.0,2.0,1.0,,0,지성,다크서클,모공,0,봄웜톤,,45,504,9.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
887,977,hoii,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 145호 포에버 영,TOP 616,4.0,2022-10-02,3.0,3.0,3.0,1.0,,0,,,,0,,,45,255,10.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
888,978,희종피,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 404호 37.2,,5.0,2022-08-22,3.0,3.0,3.0,2.0,,0,복합성,각질,모공,0,봄웜톤,,45,1825,11.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
889,979,리뷰쓰는도비,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 145호 포에버 영,,5.0,2022-08-22,3.0,2.0,3.0,2.0,,0,,,,0,,,45,846,10.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
890,980,마포구핑킹가위,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,TOP 1603,5.0,2022-06-28,3.0,2.0,2.0,1.0,,1,,,,0,,,45,868,8.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
891,981,마마느,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,5.0,2022-06-26,3.0,3.0,3.0,1.0,,1,,,,1,,,45,864,10.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
892,982,갓지,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,TOP 531,5.0,2022-06-13,3.0,3.0,3.0,1.0,,1,복합성,모공,민감성,0,쿨톤,,45,542,10.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
893,983,뺘뺘뺘뺘,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 177호 서울 데이즈,,5.0,2022-04-10,3.0,2.0,2.0,3.0,,0,,,,0,,,45,1063,10.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
894,984,임블리,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,5.0,2022-04-08,2.0,3.0,3.0,1.0,,1,지성,모공,트러블,0,웜톤,,45,1485,9.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
895,985,러블리슬,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 499호 로지 스웨이드,TOP 128,5.0,2022-03-27,3.0,3.0,3.0,2.0,,0,,,,0,,,45,807,11.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
896,986,벞버버퍼링ya,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 499호 로지 스웨이드,TOP 616,5.0,2022-03-27,3.0,2.0,3.0,1.0,,0,건성,각질,다크서클,0,쿨톤,,45,997,9.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
897,987,리미프,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,5.0,2022-03-23,3.0,3.0,2.0,2.0,,1,,,,0,,,45,843,10.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
898,988,샐리젤리,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,TOP 567,5.0,2022-09-17,3.0,1.0,2.0,2.0,,1,,,,0,,,45,1106,8.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
899,989,디샤밍,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,5.0,2022-08-17,3.0,3.0,3.0,2.0,,1,,,,0,,,45,769,11.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
900,990,마마느,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,TOP 780,5.0,2022-04-10,3.0,2.0,3.0,1.0,,1,,,,0,,,45,864,9.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
901,991,yanpa,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,3.0,2022-03-29,3.0,1.0,3.0,1.0,,1,중성,홍조,,0,봄웜톤,,45,504,8.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
902,992,가난한메이트,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,5.0,2022-03-24,3.0,3.0,3.0,2.0,,1,,,,0,,,45,531,11.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
903,993,박써니,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 435호 팜파스,,5.0,2022-03-23,3.0,3.0,3.0,1.0,,0,중성,홍조,,0,봄웜톤,,45,977,10.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
904,994,굼미굼미,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 499호 로지 스웨이드,,5.0,2022-03-23,3.0,2.0,3.0,2.0,,0,,,,0,,,45,585,10.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
905,995,행복바라기,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 187호 섹슈얼 초콜릿,TOP 1196,5.0,2022-03-23,3.0,3.0,3.0,1.0,,0,지성,각질,모공,0,가을웜톤,,45,1775,10.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
906,996,쿸히맘이,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 187호 섹슈얼 초콜릿,,5.0,2022-10-13,3.0,2.0,3.0,2.0,,0,,,,0,,,45,1657,10.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
907,997,슈팅린다,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 127호 립모닝,TOP 1196,4.0,2022-08-16,3.0,2.0,2.0,2.0,,0,복합성,모공,민감성,0,웜톤,,45,1161,9.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
908,998,푸푸르르푸,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,5.0,2022-07-04,3.0,3.0,3.0,2.0,,1,,,,0,,,45,1718,11.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
909,999,하우이,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,TOP 1357,4.0,2022-05-09,3.0,2.0,3.0,2.0,,1,복합성,모공,민감성,0,웜톤,,45,1750,10.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
910,1000,하우이,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 435호 팜파스,,5.0,2022-05-03,3.0,2.0,3.0,2.0,,0,,,,0,,,45,1750,10.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
911,1001,디샤밍,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 435호 팜파스,TOP 342,5.0,2022-03-25,3.0,3.0,3.0,2.0,,0,,,,0,,,45,769,11.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
912,1002,사랑세포,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 499호 로지 스웨이드,,5.0,2022-03-23,3.0,3.0,3.0,3.0,,0,,,,1,,,45,1083,12.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
913,1003,코코바닐라,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 145호 포에버 영,TOP 342,5.0,2022-07-11,3.0,2.0,2.0,1.0,,0,복합성,각질,다크서클,0,봄웜톤,,45,1649,8.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
914,1004,뒤뚱,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 499호 로지 스웨이드,,5.0,2022-07-03,3.0,1.0,2.0,1.0,,0,,,,0,,,45,765,7.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
915,1005,뚜뚜몸뽈링리링링,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 435호 팜파스,,5.0,2022-07-01,3.0,3.0,3.0,2.0,,0,,,,0,,,45,787,11.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
916,1006,frank,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 435호 팜파스,TOP 549,4.0,2022-06-27,3.0,2.0,3.0,1.0,,0,,,,0,,,45,222,9.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
917,1007,제뜨,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,TOP 1357,4.0,2022-06-26,3.0,3.0,3.0,2.0,,1,,,,0,,,45,1508,11.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
918,1008,Jihyunpage,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,5.0,2022-06-15,3.0,2.0,3.0,2.0,,1,,,,0,,,45,47,10.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
919,1009,올영최강알바생,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,5.0,2022-06-03,3.0,1.0,3.0,3.0,,1,,,,0,,,45,1369,10.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
920,1010,그냥리치되고싶다,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,5.0,2022-04-10,2.0,2.0,3.0,1.0,,1,,,,0,,,45,594,8.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
921,1011,김조약돌,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,5.0,2022-04-08,2.0,3.0,3.0,3.0,,1,,,,0,,,45,611,11.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
922,1012,gn4343,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 499호 로지 스웨이드,,4.0,2022-03-28,3.0,3.0,3.0,1.0,,0,,,,0,,,45,230,10.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
923,1013,플레,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 435호 팜파스,,5.0,2022-03-26,3.0,3.0,3.0,1.0,,0,,,,0,,,45,1723,10.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
924,1014,청기올리브,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 127호 립모닝,,5.0,2022-03-23,3.0,2.0,3.0,2.0,,0,,,,0,,,45,1592,10.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
925,1015,슈리링,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 127호 립모닝,,5.0,2022-08-22,2.0,3.0,3.0,3.0,,0,,,,0,,,45,1158,11.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
926,1016,봄나리,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 177호 서울 데이즈,,5.0,2022-08-19,3.0,2.0,2.0,2.0,,0,,,,0,,,45,1022,9.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
927,1017,소소소소,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 499호 로지 스웨이드,,5.0,2022-07-12,3.0,3.0,3.0,1.0,,0,,,,0,,,45,1127,10.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
928,1018,hisly,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,5.0,2022-06-29,3.0,3.0,3.0,2.0,,1,,,,0,,,45,251,11.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
929,1019,효니님,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,5.0,2022-06-26,3.0,3.0,3.0,1.0,,1,,,,0,,,45,1818,10.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
930,1020,뚜룬뚜룬,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,5.0,2022-06-12,3.0,2.0,2.0,2.0,,1,,,,0,,,45,788,9.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
931,1021,구름아리,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,5.0,2022-04-10,2.0,3.0,3.0,2.0,,1,,,,0,,,45,581,10.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
932,1022,둥굴레차차차,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,5.0,2022-04-09,2.0,1.0,3.0,2.0,,1,,,,0,,,45,764,8.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
933,1023,졔린,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,5.0,2022-04-09,3.0,2.0,3.0,2.0,,1,,,,0,,,45,1519,10.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
934,1024,뎡으니,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,4.0,2022-04-07,3.0,3.0,3.0,3.0,,1,,,,0,,,45,745,12.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
935,1025,수대장,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,3.0,2022-04-06,3.0,3.0,3.0,2.0,,1,,,,0,,,45,1147,11.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
936,1026,해피해피밀,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,5.0,2022-04-03,3.0,2.0,3.0,2.0,,1,,,,0,,,45,1771,10.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
937,1027,chorocu,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,5.0,2022-03-27,3.0,3.0,3.0,3.0,,1,,,,0,,,45,166,12.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
938,1028,야우냐,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,5.0,2022-03-27,3.0,3.0,3.0,3.0,,1,,,,0,,,45,1237,12.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
939,1029,코랄,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,5.0,2022-03-26,3.0,3.0,3.0,2.0,,1,,,,0,,,45,1645,11.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
940,1030,그냥리치되고싶다,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 145호 포에버 영,,5.0,2022-03-26,3.0,3.0,2.0,1.0,,0,,,,0,,,45,594,9.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
941,1031,해피윤,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 435호 팜파스,,5.0,2022-03-24,3.0,3.0,3.0,1.0,,0,,,,0,,,45,1770,10.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
942,1032,퍼퓸다우니,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 145호 포에버 영,,5.0,2022-03-23,3.0,3.0,3.0,2.0,,0,,,,0,,,45,1700,11.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
943,1033,과거올영알바생임,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,5.0,2022-07-04,3.0,1.0,2.0,3.0,,1,,,,0,,,45,573,9.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
944,1034,마네퀸,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,5.0,2022-08-13,3.0,2.0,3.0,2.0,,1,,,,0,,,45,859,10.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
945,1035,eulvgi****,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,5.0,2022-06-28,2.0,2.0,3.0,2.0,,1,,,,0,,,45,212,9.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
946,1036,eulvgi****,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,4.0,2022-04-03,3.0,2.0,3.0,2.0,,1,,,,0,,,45,212,10.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
947,1037,만두눈나,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,5.0,2022-03-27,2.0,2.0,3.0,2.0,,1,,,,0,,,45,871,9.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
948,1038,미니묭,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,5.0,2022-03-24,3.0,2.0,3.0,3.0,,1,,,,0,,,45,937,11.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
949,1039,해질녘하루,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 187호 섹슈얼 초콜릿,,5.0,2022-03-23,3.0,2.0,2.0,2.0,,0,,,,0,,,45,1768,9.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
950,1040,은이다,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 499호 로지 스웨이드,,5.0,2022-03-23,2.0,2.0,2.0,2.0,,0,,,,0,,,45,1449,8.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
951,1041,지르꽁,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 369호 어나더,,5.0,2022-03-23,2.0,1.0,3.0,2.0,,0,,,,0,,,45,1546,8.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
952,1042,율운,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 499호 로지 스웨이드,,4.0,2022-09-21,3.0,2.0,2.0,2.0,,0,,,,0,,,45,1435,9.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
953,1043,오이리브여엉,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 499호 로지 스웨이드,,4.0,2022-09-21,2.0,2.0,3.0,1.0,,0,,,,0,,,45,1311,8.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
954,1044,AllMyLove,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 499호 로지 스웨이드,,5.0,2022-10-14,3.0,2.0,3.0,2.0,,0,,,,0,,,45,13,10.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
955,1045,마스크팩성애자,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 499호 로지 스웨이드,,5.0,2022-10-12,3.0,2.0,3.0,2.0,,0,,,,0,,,45,865,10.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
956,1046,마스크팩성애자,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),[옵션] 499호 로지 스웨이드,,5.0,2022-10-10,2.0,2.0,3.0,2.0,,0,,,,0,,,45,865,9.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
957,1047,버블버블팝팝,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,5.0,2022-08-02,2.0,2.0,3.0,2.0,,1,,,,0,,,45,995,9.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
958,1048,올리뷰,헤라 센슈얼 파우더 매트 리퀴드 5g / 9 color (+아이섀도우 증정),,,4.0,2022-07-04,3.0,2.0,2.0,2.0,,1,,,,0,,,45,1324,9.0,헤라,31450,4.8,1.25,2.23,2.7,1.99
959,1049,뽀뽀뽀,[조효진Pick] 에뛰드 픽싱 틴트(NEW멜란지로즈),[옵션] 5호 미드나잇 모브,,5.0,2022-05-08,2.0,3.0,3.0,1.0,,0,,,,0,,,29,1068,9.0,에뛰드,12000,4.6,1.4,2.55,2.62,1.8900000000000001
960,1050,옹람지,[조효진Pick] 에뛰드 픽싱 틴트(NEW멜란지로즈),[옵션] 4호 진저 밀크티,,5.0,2022-04-02,3.0,3.0,3.0,2.0,,0,,,,0,,,29,1380,11.0,에뛰드,12000,4.6,1.4,2.55,2.62,1.8900000000000001
